Gene,DEG
S100a4,DOWN
Ryr2,DOWN
Runx2,DOWN
Rundc3a,DOWN
Rps6ka6,DOWN
Robo1,DOWN
Rnf182,DOWN
Rmi2,DOWN
Rims4,DOWN
Rims1,DOWN
Rimklb,DOWN
Rgs13,DOWN
Rgcc,DOWN
Repin1,DOWN
Rassf6,DOWN
Rasd2,DOWN
Rapgef4,DOWN
Ramp3,DOWN
Raet1d,DOWN
Rad54l,DOWN
Rad54b,DOWN
Rad51c,DOWN
Rad51ap1,DOWN
Rad51,DOWN
Rab27a,DOWN
Pxdn,DOWN
Ptprs,DOWN
Ptprq,DOWN
Ptprn,DOWN
Pth1r,DOWN
Ptgfr,DOWN
Ptges,DOWN
Prss23,DOWN
Prrx2,DOWN
Prr16,DOWN
Prr11,DOWN
Prob1,DOWN
Prlr,DOWN
Prkab2,DOWN
Prim1,DOWN
Prdm6,DOWN
Prc1,DOWN
Pparg,DOWN
Polq,DOWN
Pole,DOWN
Plxna2,DOWN
Plk4,DOWN
Plk1,DOWN
Plin5,DOWN
Plin4,DOWN
Plekhg4,DOWN
Plekhd1os,DOWN
Plekhd1,DOWN
Plch2,DOWN
Plch1,DOWN
Plagl1,DOWN
Pik3c2g,DOWN
Pif1,DOWN
Piezo2,DOWN
Phex,DOWN
Pgbd5,DOWN
Pex1,DOWN
Pdzrn4,DOWN
Pdgfrb,DOWN
Pcsk9,DOWN
Pcdhb11,DOWN
Pcdh7,DOWN
Pcdh17,DOWN
Pcdh12,DOWN
Pbk,DOWN
Parpbp,DOWN
Paqr6,DOWN
P4ha3,DOWN
Oxtr,DOWN
Otor,DOWN
Otof,DOWN
Orc1,DOWN
Olfr976,DOWN
Olfml2a,DOWN
Oip5,DOWN
Obox5,DOWN
Obox2,DOWN
Oaf,DOWN
Nusap1,DOWN
Nuf2,DOWN
Nsl1,DOWN
Nrxn1,DOWN
Nrn1,DOWN
Nrip2,DOWN
Nr5a2,DOWN
Npy1r,DOWN
Nos2,DOWN
Nnat,DOWN
Nipal1,DOWN
Neto2,DOWN
Nek2,DOWN
Neil3,DOWN
Ndufa4l2,DOWN
Ndc80,DOWN
Ncaph,DOWN
Ncapg,DOWN
Nap1l5,DOWN
Nap1l2,DOWN
Nanos1,DOWN
Naaladl1,DOWN
Naa11,DOWN
Myocd,DOWN
Myoc,DOWN
Myo5c,DOWN
Myo1e,DOWN
Myh7b,DOWN
Myf5,DOWN
Mycl,DOWN
Mybl2,DOWN
Mxd3,DOWN
Mvd,DOWN
Mtfr2,DOWN
Mreg,DOWN
Mpped2,DOWN
Mmp16,DOWN
Mmel1,DOWN
Mki67,DOWN
Mis18bp1,DOWN
Mgst2,DOWN
Mfap2,DOWN
Mettl21c,DOWN
Melk,DOWN
Mdfi,DOWN
Mctp1,DOWN
Mcmdc2,DOWN
Mcm5,DOWN
Mcm10,DOWN
Mcf2l,DOWN
Mbnl3,DOWN
Mastl,DOWN
Mark1,DOWN
Mapk10,DOWN
Map2,DOWN
Lss,DOWN
Lrrtm3,DOWN
Lrrn3,DOWN
Lrrn1,DOWN
Lrrc10b,DOWN
Lrr1,DOWN
Lgr6,DOWN
Lgr5,DOWN
Lgi2,DOWN
Ldlr,DOWN
Lbx2,DOWN
Krt20,DOWN
Kpna7,DOWN
Kntc1,DOWN
Knstrn,DOWN
Kifc1,DOWN
Kif4,DOWN
Kif2c,DOWN
Kif23,DOWN
Kif22,DOWN
Kif20b,DOWN
Kif20a,DOWN
Kif18b,DOWN
Kif18a,DOWN
Kif15,DOWN
Kif14,DOWN
Kif11,DOWN
Kcnq4,DOWN
Kcnk3,DOWN
Kcnj16,DOWN
Kcne2,DOWN
Kcnd2,DOWN
Kcnab3,DOWN
Ivns1abp,DOWN
Itm2a,DOWN
Itga2,DOWN
Irx5,DOWN
Irx3,DOWN
Iqgap3,DOWN
Insig1,DOWN
Inhbb,DOWN
Incenp,DOWN
Ihh,DOWN
Igsf3,DOWN
Idi1,DOWN
Idh1,DOWN
Htr1d,DOWN
Hsf3,DOWN
Hsf2bp,DOWN
Hsd3b1,DOWN
Hsd17b7,DOWN
Hsd11b2,DOWN
Hoxd3,DOWN
Hoxd10,DOWN
Hoxc9,DOWN
Hoxb9,DOWN
Homer2,DOWN
Hmmr,DOWN
Hmgcr,DOWN
Hmga2,DOWN
Hist2h2be,DOWN
Hip1r,DOWN
Heyl,DOWN
Hey2,DOWN
Heph,DOWN
Henmt1,DOWN
Hells,DOWN
Hcn3,DOWN
Hao2,DOWN
Gucy2g,DOWN
Gsg1l,DOWN
Grm7,DOWN
Gpsm2,DOWN
Gpr165,DOWN
Gpr141,DOWN
Gpc6,DOWN
Gpam,DOWN
Gnb4,DOWN
Gm9961,DOWN
Gm5577,DOWN
Gm5124,DOWN
Gm3571,DOWN
Gm20667,DOWN
Gm17641,DOWN
Gm17097,DOWN
Gm16551,DOWN
Gm15767,DOWN
Gm15543,DOWN
Gm13481,DOWN
Gm13103,DOWN
Gm12648,DOWN
Gm12065,DOWN
Gm11638,DOWN
Gm11545,DOWN
Gls,DOWN
Glis1,DOWN
Ghr,DOWN
Gen1,DOWN
Gas2,DOWN
Gabrb1,DOWN
Gabra1,DOWN
Fst,DOWN
Fscn1,DOWN
Frmd5,DOWN
Frem1,DOWN
Foxred2,DOWN
Foxp2,DOWN
Foxo1,DOWN
Foxm1,DOWN
Foxl2,DOWN
Foxl2os,DOWN
Fosl2,DOWN
Fndc9,DOWN
Fmnl3,DOWN
Fignl1,DOWN
Fhdc1,DOWN
Fgfr4,DOWN
Fer1l4,DOWN
Fdx1,DOWN
Fdps,DOWN
Fbxo48,DOWN
Fbxl16,DOWN
Fbn2,DOWN
Faxc,DOWN
Fat4,DOWN
Fanci,DOWN
Fancd2,DOWN
Fam98a,DOWN
Fam83g,DOWN
Fam83d,DOWN
Fam81a,DOWN
Fam213b,DOWN
Fam196a,DOWN
Fam171b,DOWN
Fam171a2,DOWN
Fam159b,DOWN
Fam159a,DOWN
Fam13a,DOWN
Eya2,DOWN
Ext1,DOWN
Etos1,DOWN
Esr2,DOWN
Espl1,DOWN
Esco2,DOWN
Ercc6l,DOWN
Ephx2,DOWN
Epha3,DOWN
Epdr1,DOWN
Enpp6,DOWN
Eme1,DOWN
Eldr,DOWN
Elavl4,DOWN
Efr3b,DOWN
Efna5,DOWN
Efna4,DOWN
Efna2,DOWN
Ednra,DOWN
Edn2,DOWN
Ect2,DOWN
Ece2,DOWN
E2f8,DOWN
E2f7,DOWN
Dusp9,DOWN
Dtl,DOWN
Dsp,DOWN
Dsc2,DOWN
Dpp6,DOWN
Dok7,DOWN
Dock4,DOWN
Dnph1,DOWN
Dnajb13,DOWN
Dnaja4,DOWN
Dlgap5,DOWN
Depdc1b,DOWN
Depdc1a,DOWN
Dennd5b,DOWN
Dbf4,DOWN
Dach1,DOWN
D630024D03Rik,DOWN
D630023F18Rik,DOWN
D5Ertd577e,DOWN
D16Ertd472e,DOWN
D030028A08Rik,DOWN
Cyp11a1,DOWN
Cxxc4,DOWN
Cthrc1,DOWN
Csrnp3,DOWN
Cspg4,DOWN
Crybb1,DOWN
Cryba4,DOWN
Crnde,DOWN
Crabp2,DOWN
Col9a2,DOWN
Col26a1,DOWN
Col11a1,DOWN
Cntnap5a,DOWN
Cntn4,DOWN
Cntn3,DOWN
Cnnm1,DOWN
Cnga1,DOWN
Cmya5,DOWN
Clstn3,DOWN
Clspn,DOWN
Clec1a,DOWN
Cldn18,DOWN
Cldn1,DOWN
Ckap2l,DOWN
Ckap2,DOWN
Chtf18,DOWN
Chst3,DOWN
Chst2,DOWN
Chrna2,DOWN
Chrm4,DOWN
Chek1,DOWN
Chd3os,DOWN
Chaf1a,DOWN
Ces2a,DOWN
Cep72,DOWN
Cep55,DOWN
Cenpu,DOWN
Cenpn,DOWN
Cenpk,DOWN
Cenpi,DOWN
Cenph,DOWN
Cenpf,DOWN
Cenpe,DOWN
Cenpa,DOWN
Cemip,DOWN
Celsr2,DOWN
Celf4,DOWN
Ceacam20,DOWN
Cdt1,DOWN
Cdkn3,DOWN
Cdkn1b,DOWN
Cdca8,DOWN
Cdca7,DOWN
Cdca5,DOWN
Cdca3,DOWN
Cdca2,DOWN
Cdc6,DOWN
Cdc25c,DOWN
Cdc20,DOWN
Ccnf,DOWN
Ccne2,DOWN
Ccne1,DOWN
Ccnb2,DOWN
Ccnb1,DOWN
Ccna2,DOWN
Ccdc18,DOWN
Ccdc158,DOWN
Ccdc155,DOWN
Ccdc126,DOWN
Cc2d2a,DOWN
Cbx2,DOWN
Cbs,DOWN
Car14,DOWN
Caps2,DOWN
Cacna2d1,DOWN
Cacna1s,DOWN
Cachd1,DOWN
Cables1,DOWN
C87499,DOWN
C87414,DOWN
C330027C09Rik,DOWN
C130074G19Rik,DOWN
Bub1b,DOWN
Bub1,DOWN
Btbd16,DOWN
Bsn,DOWN
Brsk2,DOWN
Brip1,DOWN
Brinp2,DOWN
Brca1,DOWN
Bpifb6,DOWN
Bora,DOWN
Bmpr1b,DOWN
Bmp3,DOWN
Birc5,DOWN
Bhmt,DOWN
Bdnf,DOWN
Bcl11a,DOWN
BC030867,DOWN
BB218582,DOWN
Bard1,DOWN
B3galt5,DOWN
Avpi1,DOWN
Aurkb,DOWN
Aurka,DOWN
AU016765,DOWN
Atp1a3,DOWN
Atad2,DOWN
Aspm,DOWN
Asb4,DOWN
Armcx4,DOWN
Arhgef39,DOWN
Arhgef28,DOWN
Arhgap28,DOWN
Arhgap11a,DOWN
Apold1,DOWN
Apoc3,DOWN
Apoa4,DOWN
Apoa1,DOWN
Apcdd1,DOWN
Aox4,DOWN
Aox2,DOWN
Anln,DOWN
Ankrd9,DOWN
Ankrd35,DOWN
Ankrd13b,DOWN
Ankle1,DOWN
Ank3,DOWN
Ank1,DOWN
Angpt1,DOWN
Amigo1,DOWN
Amer2,DOWN
Amdhd1,DOWN
Alpk3,DOWN
Alms1,DOWN
Akr1c18,DOWN
Akr1c14,DOWN
Aif1l,DOWN
AI854703,DOWN
Agxt2,DOWN
Agtr2,DOWN
Aff3,DOWN
Adra2c,DOWN
Add2,DOWN
Adcyap1,DOWN
Adamts6,DOWN
Adamts19,DOWN
Adamts12,DOWN
Acot12,DOWN
Abcb1b,DOWN
Abca7,DOWN
Abca4,DOWN
AA792892,DOWN
9830144P21Rik,DOWN
9130204K15Rik,DOWN
5330417C22Rik,DOWN
4933431K23Rik,DOWN
2010003K11Rik,DOWN
Sept5,DOWN
Robo2,DOWN
Pimreg,DOWN
Pclaf,DOWN
Mmp11,DOWN
Mex3a,DOWN
Knl1,DOWN
Gm7298,DOWN
Enpep,DOWN
Aicda,DOWN
Padi6,DOWN
Zp3,DOWN
Zp2,DOWN
Zbed3,DOWN
Nlrp14,DOWN
Gdf9,DOWN
Tle6,DOWN
Zp1,DOWN
Npm2,DOWN
Nlrp5,DOWN
H1foo,DOWN
Zar1,DOWN
Khdc3,DOWN
E330017A01Rik,DOWN
Ccno,DOWN
Ooep,DOWN
Fbxw24,DOWN
Khdc1b,DOWN
Astl,DOWN
Dnmt1,DOWN
Eif4e1b,DOWN
Ybx2,DOWN
Miox,DOWN
Oas1e,DOWN
Bcl2l10,DOWN
AU022751,DOWN
E330021D16Rik,DOWN
Cpsf4l,DOWN
Oosp1,DOWN
Pla2g4c,DOWN
Cd164l2,DOWN
Fbxw15,DOWN
Trim61,DOWN
Fbxw18,DOWN
Dppa3,DOWN
Gm813,DOWN
Tcl1,DOWN
Nlrp4f,DOWN
Gtsf1,DOWN
E330034G19Rik,DOWN
Fbxw21,DOWN
Mos,DOWN
Nobox,DOWN
Dppa5a,DOWN
Speer5-ps1,DOWN
Oas1c,DOWN
Vrtn,DOWN
Oosp2,DOWN
Oas1d,DOWN
Cpa1,DOWN
Gm1965,DOWN
Rfpl4,DOWN
Hsph1,DOWN
Pkd2l2,DOWN
Fbxw14,DOWN
D6Ertd527e,DOWN
Noto,DOWN
Ninj2,DOWN
Arhgap20os,DOWN
Slc30a3,DOWN
Klhl8,DOWN
Bmp15,DOWN
Btg4,DOWN
Pramef12,DOWN
Gm13023,DOWN
Fbxw28,DOWN
Pabpn1l,DOWN
E330011O21Rik,DOWN
C87977,DOWN
Esrp1,DOWN
Fbxw20,DOWN
Pou5f1,DOWN
Accsl,DOWN
Oog3,DOWN
Nlrp9b,DOWN
Nlrp4a,DOWN
Fbxw26,DOWN
Oas1h,DOWN
Zar1l,DOWN
Gm13084,DOWN
Fam46b,DOWN
Pabpc1l,DOWN
Fam151a,DOWN
Nlrp4b,DOWN
C86187,DOWN
Oog4,DOWN
Rspo2,DOWN
1700067K01Rik,DOWN
Patl2,DOWN
Khdc1a,DOWN
Oosp3,DOWN
Trim28,DOWN
Ddx4,DOWN
Elavl2,DOWN
Arg2,DOWN
Adm2,DOWN
Gm3143,DOWN
Mbl2,DOWN
Obox1,DOWN
Omt2b,DOWN
Nlrp2,DOWN
Tfap2e,DOWN
Fbxw13,DOWN
Tdrd1,DOWN
Zfp296,DOWN
Dusp14,DOWN
Gng3,DOWN
Ezh2,DOWN
Dbndd1,DOWN
Lhx8,DOWN
Gm5,DOWN
Fbxw22,DOWN
Wee2,DOWN
Pdzk1,DOWN
Gbx2,DOWN
Rgs2,DOWN
Ier5l,DOWN
Trim75,DOWN
Serpinc1,DOWN
Omt2a,DOWN
Kif17,DOWN
Cd7,DOWN
Trim60,DOWN
Chga,DOWN
Nlrp4g,DOWN
7420461P10Rik,DOWN
Pinlyp,DOWN
Derl3,DOWN
Klf17,DOWN
Scg3,DOWN
Nlrp9a,DOWN
Cyp4f39,DOWN
Wnk2,DOWN
Tdrd12,DOWN
Gtf2a1l,DOWN
Gm5065,DOWN
Efcab6,DOWN
Gm5434,DOWN
Rimkla,DOWN
Sebox,DOWN
Evx1,DOWN
A730082K24Rik,DOWN
Umodl1,DOWN
Cd177,DOWN
Nlrp9c,DOWN
Gm10436,DOWN
Lypd3,DOWN
Khdc1c,DOWN
Kbtbd8,DOWN
Gm839,DOWN
Pin1rt1,DOWN
Tcl1b2,DOWN
Tbx4,DOWN
Gm8801,DOWN
Anks4b,DOWN
Sfpq,DOWN
Gm10857,DOWN
Esrrb,DOWN
Farp1,DOWN
Shroom3,DOWN
Ttll11,DOWN
Foxr1,DOWN
Gm4961,DOWN
Mest,DOWN
Atp2c2,DOWN
Snai1,DOWN
Tcl1b4,DOWN
Gtf2e2,DOWN
Tbpl2,DOWN
Fbxo40,DOWN
Lrrc17,DOWN
Zfp280b,DOWN
Elavl3,DOWN
Krt84,DOWN
Bzw1,DOWN
Gm2042,DOWN
Oog2,DOWN
Hmgcs1,DOWN
Gm19757,DOWN
Enox1,DOWN
Racgap1,DOWN
Pnpo,DOWN
D030018L15Rik,DOWN
Slc25a31,DOWN
Fsd1,DOWN
Asz1,DOWN
Tpx2,DOWN
Gdap1,DOWN
7420426K07Rik,DOWN
Tcl1b3,DOWN
Gpr1,DOWN
Olah,DOWN
Rapgefl1,DOWN
Shf,DOWN
D6Ertd474e,DOWN
4933427D06Rik,DOWN
Zp4-ps,DOWN
Nanos2,DOWN
Fbp1,DOWN
Ddx25,DOWN
Pdxp,DOWN
Syt16,DOWN
Cdk1,DOWN
Vwa2,DOWN
Lmnb2,DOWN
Bag4,DOWN
Exo1,DOWN
Grm2,DOWN
Rph3a,DOWN
Lin28a,DOWN
Nlrp4e,DOWN
Mex3c,DOWN
Svopl,DOWN
Slc38a8,DOWN
Gpr3,DOWN
Nlrp4c,DOWN
Adamts5,DOWN
Slc26a5,DOWN
Pga5,DOWN
Tmem72,DOWN
Rgs12,DOWN
Unc13c,DOWN
Stk31,DOWN
Cit,DOWN
Tmem169,DOWN
Mpped1,DOWN
Gpx6,DOWN
Tmem232,DOWN
Nrg4,DOWN
Iqca,DOWN
1700018B24Rik,DOWN
BB557941,DOWN
Erich5,DOWN
Efhc2,DOWN
Trappc3l,DOWN
Sesn3,DOWN
Mat1a,DOWN
Tmprss11a,DOWN
Kcnk18,DOWN
Dcbld1,DOWN
Col6a4,DOWN
Pak7,DOWN
Bcl7a,DOWN
Prss44,DOWN
Baiap3,DOWN
Crybg3,DOWN
Cyp2c53-ps,DOWN
Unc5c,DOWN
Palld,DOWN
Pou4f1,DOWN
Pacsin1,DOWN
Cpb2,DOWN
Suv39h2,DOWN
Trim15,DOWN
Dnah8,DOWN
Dpysl3,DOWN
Celsr1,DOWN
Cpne9,DOWN
D630033O11Rik,DOWN
Zfp618,DOWN
Acsl4,DOWN
Gm16497,DOWN
Gm11426,DOWN
1190002N15Rik,DOWN
4931428L18Rik,DOWN
C8b,DOWN
Gucy2e,DOWN
Rhobtb1,DOWN
Brca2,DOWN
Slc22a23,DOWN
Satb1,DOWN
Cdh24,DOWN
Epha10,DOWN
2700099C18Rik,DOWN
B3gnt4,DOWN
Map1b,DOWN
Zmat4,DOWN
Emx2,DOWN
Pcyox1,DOWN
Sycp1,DOWN
Il17f,DOWN
Gm19299,DOWN
Arhgap6,DOWN
Taf4b,DOWN
AA545190,DOWN
Fbxo43,DOWN
AY512915,DOWN
Gm17751,DOWN
Itpr2,DOWN
Aadac,DOWN
Aknad1,DOWN
Pgm2l1,DOWN
D630045J12Rik,DOWN
Atp13a3,DOWN
Zpr1,DOWN
Arhgap42,DOWN
Kcnt2,DOWN
Agr3,DOWN
Gm815,DOWN
Gm10637,DOWN
Pcdh9,DOWN
Pdx1,DOWN
N4bp2,DOWN
Clvs2,DOWN
Slc6a20b,DOWN
Atp6v0e2,DOWN
Scml2,DOWN
Pde6b,DOWN
Itgb3,DOWN
Map7d2,DOWN
Katnal2,DOWN
Glcci1,DOWN
Atp10b,DOWN
Cdkn2b,DOWN
Plekha5,DOWN
Chsy1,DOWN
Chrng,DOWN
Sgcd,DOWN
Krt12,DOWN
Cgref1,DOWN
Bmp5,DOWN
Rad18,DOWN
Gpr137c,DOWN
Cxcl14,DOWN
Tex26,DOWN
Ccsap,DOWN
Sema5a,DOWN
Dhcr7,DOWN
Mapk13,DOWN
A330093E20Rik,DOWN
Wdr41,DOWN
Slco4a1,DOWN
Fcgbp,DOWN
Gm5177,DOWN
Lmnb1,DOWN
Elovl7,DOWN
Rtkn2,DOWN
Msh4,DOWN
Lrrc36,DOWN
Gjc3,DOWN
Kcnma1,DOWN
Zfp616,DOWN
Olfr1251,DOWN
Far1,DOWN
Npffr2,DOWN
Oas1f,DOWN
Cacna1d,DOWN
Hoxd9,DOWN
Gsdmc2,DOWN
Trpv3,DOWN
Cldn8,DOWN
4931428F04Rik,DOWN
Lin7b,DOWN
Mab21l2,DOWN
Nr2e1,DOWN
Gpr149,DOWN
Slc28a1,DOWN
Sh2d4b,DOWN
Pcdh10,DOWN
Wasf3,DOWN
Abca13,DOWN
Gm20356,DOWN
Tanc2,DOWN
Lypd6,DOWN
Fam19a2,DOWN
Pawr,DOWN
Plekhh1,DOWN
Lnpep,DOWN
Bmp7,DOWN
Ica1l,DOWN
Wnt7a,DOWN
Srgap1,DOWN
Gm14635,DOWN
Adam12,DOWN
Pask,DOWN
Mbd3l2,DOWN
Gm16548,DOWN
Tox2,DOWN
Nacad,DOWN
Ly6g6e,DOWN
Adamts17,DOWN
Nrep,DOWN
Cacng7,DOWN
Zfp936,DOWN
Tdgf1,DOWN
Tro,DOWN
Arhgef26,DOWN
Lypd6b,DOWN
Phf20l1,DOWN
Wdr86,DOWN
Ubxn2b,DOWN
Kctd1,DOWN
Crb1,DOWN
Gpr27,DOWN
9130409I23Rik,DOWN
Pla2g4d,DOWN
Fbxl7,DOWN
Bmper,DOWN
Ltf,DOWN
Satb2,DOWN
Zfp735,DOWN
Dab1,DOWN
Synm,DOWN
Egfl6,DOWN
1700048O20Rik,DOWN
Fam122b,DOWN
Zfp940,DOWN
Wscd2,DOWN
Eps8l3,DOWN
Mfrp,DOWN
Zbtb41,DOWN
Calb1,DOWN
Gadd45a,DOWN
4930452B06Rik,DOWN
F2,DOWN
Fsbp,DOWN
Cpm,DOWN
Daw1,DOWN
Scx,DOWN
Tcl1b5,DOWN
Sass6,DOWN
Usp29,DOWN
BC005561,DOWN
Tmtc2,DOWN
Cdc14a,DOWN
Kif26b,DOWN
Dlgap1,DOWN
Fam189a1,DOWN
Gm5868,DOWN
Fam110a,DOWN
Cdh8,DOWN
Acot4,DOWN
Hal,DOWN
6030443J06Rik,DOWN
Gpr158,DOWN
Ptar1,DOWN
Ccnb3,DOWN
Amh,DOWN
Stxbp5l,DOWN
Arx,DOWN
Frat2,DOWN
Kif26a,DOWN
Ush2a,DOWN
Lcor,DOWN
Mroh7,DOWN
Gm364,DOWN
Vwde,DOWN
Mras,DOWN
Tubal3,DOWN
Tac1,DOWN
Cpne7,DOWN
Tex36,DOWN
Cited4,DOWN
Gpa33,DOWN
5033406O09Rik,DOWN
Asxl3,DOWN
Spata1,DOWN
Asphd2,DOWN
Cpa2,DOWN
Atg9b,DOWN
Lctl,DOWN
D330045A20Rik,DOWN
Hbegf,DOWN
March10,DOWN
Slc5a3,DOWN
2700046A07Rik,DOWN
Arsb,DOWN
Gli1,DOWN
Bpifa6,DOWN
Necab3,DOWN
Adrb2,DOWN
Palm2,DOWN
Pcdhb7,DOWN
Tbx19,DOWN
Sacs,DOWN
Tmem182,DOWN
Pcdhb5,DOWN
Xk,DOWN
Zfp871,DOWN
Gper1,DOWN
Gpc3,DOWN
Tnfrsf19,DOWN
Efs,DOWN
Ccdc141,DOWN
1700097N02Rik,DOWN
Zfp862-ps,DOWN
Cntd1,DOWN
Cdh20,DOWN
Chrna1,DOWN
Nutm1,DOWN
Zdhhc23,DOWN
Zp3r,DOWN
Vash1,DOWN
Camk1g,DOWN
Pcdhb12,DOWN
Ephb3,DOWN
Tram1l1,DOWN
Gm10319,DOWN
Gm6367,DOWN
Sox4,DOWN
Fhl5,DOWN
Pcdhb13,DOWN
Sec14l3,DOWN
Nbea,DOWN
Gm14085,DOWN
Ccdc33,DOWN
Lnx1,DOWN
Themis3,DOWN
Hc,DOWN
Pcdhb4,DOWN
Slc36a3,DOWN
Gm3776,DOWN
Mdk,DOWN
Cdh15,DOWN
4930558J18Rik,DOWN
Hrc,DOWN
Osbpl6,DOWN
Trpc1,DOWN
Adra2a,DOWN
5830473C10Rik,DOWN
Htr5a,DOWN
D330041H03Rik,DOWN
Esm1,DOWN
Capns2,DOWN
Gm10069,DOWN
Clic3,DOWN
Vash2,DOWN
Kcnk2,DOWN
Kl,DOWN
Snx31,DOWN
Vmn2r51,DOWN
Lrp3,DOWN
C1qtnf4,DOWN
Rgs9,DOWN
Adam2,DOWN
Adamts18,DOWN
Esrrg,DOWN
Ccdc102a,DOWN
4932441J04Rik,DOWN
Tex21,DOWN
Loxhd1,DOWN
2610037D02Rik,DOWN
Lrp8,DOWN
Glrb,DOWN
P2ry1,DOWN
BC065397,DOWN
Nog,DOWN
Mei4,DOWN
Cdh17,DOWN
Npnt,DOWN
Pcdhb2,DOWN
4921529L05Rik,DOWN
Ube2ql1,DOWN
Sh3bgr,DOWN
Podnl1,DOWN
Nsun7,DOWN
Nyap2,DOWN
Cftr,DOWN
Bex4,DOWN
Gm2447,DOWN
Wnt7b,DOWN
Fam78a,DOWN
Bace1,DOWN
Gulp1,DOWN
Zfp354c,DOWN
Smtnl2,DOWN
Il23a,DOWN
Lrrc9,DOWN
Gm20125,DOWN
Zfp811,DOWN
Trpm6,DOWN
Gm15413,DOWN
Rgs9bp,DOWN
Lrrc55,DOWN
Limch1,DOWN
Rufy4,DOWN
Csmd1,DOWN
Olfr315,DOWN
Sytl3,DOWN
Mst1,DOWN
Cmtm2b,DOWN
Dmp1,DOWN
Slc2a13,DOWN
Shd,DOWN
Nox4,DOWN
Hhip,DOWN
Otogl,DOWN
Gm13944,DOWN
Grem2,DOWN
Gdpd2,DOWN
Soat2,DOWN
Klf1,DOWN
Enpp3,DOWN
Vpreb3,DOWN
Rnf152,DOWN
Htr1b,DOWN
Morc4,DOWN
Ank2,DOWN
Gfra2,DOWN
Igfbp1,DOWN
Sfrp2,DOWN
Saa1,DOWN
Lingo3,DOWN
Kcnq5,DOWN
D930028M14Rik,DOWN
Dact1,DOWN
Arnt2,DOWN
Ano4,DOWN
Btnl9,DOWN
4921509O07Rik,DOWN
Slc9b2,DOWN
Ltbp1,DOWN
Gm6567,DOWN
1700020N01Rik,DOWN
Mylk4,DOWN
Rem2,DOWN
Mug-ps1,DOWN
Irf6,DOWN
3425401B19Rik,DOWN
4631405J19Rik,DOWN
Prune2,DOWN
Crtac1,DOWN
Lhx9,DOWN
Tex43,DOWN
Frat1,DOWN
Ppfia3,DOWN
Col12a1,DOWN
Tll2,DOWN
Hoxd11,DOWN
Prss41,DOWN
Kank4,DOWN
D430036J16Rik,DOWN
Cdh11,DOWN
Tnxb,DOWN
Il13ra2,DOWN
Adam19,DOWN
Baat,DOWN
Pcdhb6,DOWN
Fbn1,DOWN
Lin7a,DOWN
Gm13003,DOWN
Gm5420,DOWN
Chst9,DOWN
Cyp4f18,DOWN
Kcns2,DOWN
Cacna1c,DOWN
Lipg,DOWN
Hnf4a,DOWN
Kcnc2,DOWN
6030407O03Rik,DOWN
Rgs6,DOWN
Cntnap4,DOWN
Dio2,DOWN
Grin2b,DOWN
Panx3,DOWN
Mycn,DOWN
Kcnq3,DOWN
Slc35g2,DOWN
Hoxc10,DOWN
Ugt2b35,DOWN
Lrrc7,DOWN
E330023G01Rik,DOWN
Col10a1,DOWN
Dcdc2c,DOWN
Lpar4,DOWN
Slc24a5,DOWN
St6gal2,DOWN
Pcdhb9,DOWN
Insc,DOWN
Adamts20,DOWN
Cd28,DOWN
Olfr824,DOWN
Hs6st3,DOWN
Onecut2,DOWN
Slc6a11,DOWN
Thsd7b,DOWN
Ptprz1,DOWN
Ucp3,DOWN
Pcdhb8,DOWN
Sox11,DOWN
Olfr810,DOWN
Vmn1r43,DOWN
Kap,DOWN
Tacr3,DOWN
Lamc3,DOWN
Dpysl4,DOWN
Olfr1396,DOWN
Olfr769,DOWN
Olfr933,DOWN
Gkn3,DOWN
Hcn4,DOWN
Kcne3,DOWN
Slc4a4,DOWN
Miat,DOWN
Itih5,DOWN
Cfhr2,DOWN
Gucy1a2,DOWN
Gm3716,DOWN
Inpp5j,DOWN
Hgfac,DOWN
Slc2a5,DOWN
Pcdhb16,DOWN
Gm10532,DOWN
Il12a,DOWN
Epha8,DOWN
Kcnj5,DOWN
Ntng1,DOWN
Dleu7,DOWN
Btnl2,DOWN
Mug1,DOWN
Acta2,DOWN
Pcdhb10,DOWN
Muc5ac,DOWN
Frem2,DOWN
Dgkb,DOWN
Coch,DOWN
Rab27b,DOWN
4833422C13Rik,DOWN
Nrk,DOWN
Pcdhb3,DOWN
Slitrk1,DOWN
Mug2,DOWN
Ndst3,DOWN
Megf10,DOWN
Snord73a,DOWN
Mir196a-1,DOWN
Lockd,DOWN
Adgrl3,DOWN
Gm26735,DOWN
Rflnb,DOWN
A730049H05Rik,DOWN
Mfsd4a,DOWN
Adgrv1,DOWN
Cenps,DOWN
Gm15866,DOWN
5033430I15Rik,DOWN
Gm2237,DOWN
Iqcm,DOWN
Gm29595,DOWN
Gm3854,DOWN
Gk,DOWN
Epb41l4b,DOWN
A530065N20Rik,DOWN
Gm14399,DOWN
Gm14410,DOWN
Diaph3,DOWN
Sgo1,DOWN
Gm31135,DOWN
Epb41l1,DOWN
Gm26660,DOWN
Gm39090,DOWN
A430027H14Rik,DOWN
Tcim,DOWN
Gm38394,DOWN
9330104G04Rik,DOWN
Fbxw27,DOWN
2810455O05Rik,DOWN
Gm30648,DOWN
Hmga1b,DOWN
Large2,DOWN
Gm42980,DOWN
Gm9938,DOWN
Gm38393,DOWN
Gm28151,DOWN
Gm48420,DOWN
